driver_id,vehicle_type,distance_to_pickup_mi,dropoff_distance_mi,delivery_size_lbs,offered_pay_usd,acceptance_rate_7d,acceptance_rate_14d,acceptance_rate_30d,reliability_score,traffic_delay_min,weather_delay_factor,hour_of_day,day_of_week,accepted
driver_012,diesel,3.35,5.76,5,8.12,97,51,40,80,9,0.93,5,2,0
driver_012,diesel,7.1,0.62,48,22.69,53,51,43,80,25,0.67,6,2,1
driver_012,diesel,8.79,0.99,34,19.41,63,53,45,96,22,0.55,12,6,0
driver_012,diesel,3.33,6.13,8,22.38,98,56,42,93,10,0.21,21,1,1
driver_012,diesel,7.51,13.89,6,24.43,94,89,82,71,3,0.15,8,0,1
driver_012,diesel,4.9,4.87,36,21.01,50,49,41,84,45,0.64,12,1,1
driver_012,diesel,9.64,11.84,18,21.43,55,47,40,94,27,0.03,10,5,1
driver_012,diesel,8.22,9.77,10,12.9,93,66,65,68,25,0.25,13,6,0
driver_012,diesel,4.79,0.73,19,18.9,58,53,45,61,44,0.82,12,3,0
driver_012,diesel,9.86,6.5,13,19.4,88,54,45,87,4,0.8,7,0,1
driver_012,diesel,8.72,8.34,50,22.41,80,48,43,77,6,0.92,17,2,0
driver_012,diesel,2.56,11.89,22,11.18,92,66,56,82,2,0.97,15,0,1
driver_012,diesel,1.67,14.98,37,13.37,69,50,48,80,23,0.22,13,0,1
driver_012,diesel,2.62,11.3,32,9.93,98,79,79,80,4,0.36,0,6,1
driver_012,diesel,5.08,3.03,13,9.21,83,46,46,100,33,0.53,20,5,1
driver_012,diesel,3.6,9.25,10,15.78,78,54,50,70,21,0.01,12,2,0
driver_012,diesel,8.81,2.38,39,16.29,77,65,47,95,35,0.22,19,6,1
driver_012,diesel,1.38,4.08,11,8.76,75,49,40,93,11,0.57,18,1,1
driver_012,diesel,3.56,3.69,15,19.05,89,67,65,79,3,0.13,3,1,1
driver_012,diesel,0.7,6.8,36,17.46,82,67,50,86,9,0.99,7,1,1
driver_012,diesel,8.1,11.64,36,10.5,64,46,45,83,2,0.03,16,4,1
driver_012,diesel,9.6,10.74,12,14.03,91,83,75,62,26,0.48,8,0,0
driver_012,diesel,1.37,9.35,30,21.19,78,71,43,63,22,0.52,23,5,1
driver_012,diesel,9.62,1.41,28,24.07,85,61,42,80,14,0.26,1,5,1
driver_012,diesel,2.91,11.4,49,14.27,77,68,55,79,45,0.35,5,4,1
driver_012,diesel,4.94,11.47,17,22.27,84,53,42,60,37,0.1,23,6,0
driver_012,diesel,9.75,12.79,29,23.19,71,49,48,91,42,0.91,13,5,0
driver_012,diesel,4.29,4.16,3,13.99,76,47,41,90,38,0.23,9,3,0
driver_012,diesel,8.33,10.6,6,9.37,64,57,51,62,30,0.06,17,4,0
driver_012,diesel,5.05,7.14,37,15.76,57,51,46,94,0,0.26,4,6,1
driver_012,diesel,2.34,2.51,24,13.4,58,52,43,76,20,0.0,20,3,1
driver_012,diesel,2.55,1.1,26,16.59,72,68,46,88,38,0.12,6,2,1
driver_012,diesel,0.93,12.86,16,21.57,71,71,40,69,33,0.22,6,1,1
driver_012,diesel,0.68,2.02,28,19.6,91,58,44,63,2,0.37,0,3,0
driver_012,diesel,5.69,2.7,47,9.18,90,51,41,90,42,0.81,23,3,0
driver_012,diesel,8.58,0.74,12,9.42,55,46,44,96,32,0.86,5,2,0
driver_012,diesel,4.11,7.38,22,23.64,96,90,81,63,20,0.31,3,6,1
driver_012,diesel,2.13,14.44,8,11.37,54,51,40,85,23,0.53,1,0,0
driver_012,diesel,0.9,10.02,4,15.52,94,70,53,96,23,0.64,10,5,0
driver_012,diesel,8.72,3.5,32,8.04,91,76,75,88,15,0.66,19,4,1
driver_012,diesel,2.43,1.95,23,11.86,81,51,45,69,0,0.81,22,3,1
driver_012,diesel,8.46,7.85,46,24.5,95,59,44,92,11,0.98,14,6,0
driver_012,diesel,1.19,0.86,2,9.35,65,65,52,77,14,0.06,7,0,1
driver_012,diesel,6.08,8.32,5,23.31,56,53,43,61,26,0.07,7,3,1
driver_012,diesel,5.96,5.27,40,14.2,52,49,46,71,25,0.37,23,4,1
driver_012,diesel,1.02,4.9,48,15.74,64,48,40,98,38,0.25,15,1,0
driver_012,diesel,9.93,9.48,11,17.45,75,46,42,95,27,0.09,20,6,1
driver_012,diesel,7.75,3.56,14,22.4,70,65,45,84,8,0.46,15,4,0
driver_012,diesel,1.04,9.57,43,17.48,91,74,61,84,11,0.69,19,2,1
driver_012,diesel,4.81,2.26,45,16.9,96,56,46,76,12,0.4,18,6,1
driver_012,diesel,3.32,9.45,50,13.01,81,71,67,65,6,0.18,4,0,1
driver_012,diesel,4.45,2.52,25,22.63,84,72,51,63,11,0.55,20,4,0
driver_012,diesel,6.22,8.18,45,12.39,90,60,48,69,3,0.78,17,3,1
driver_012,diesel,4.15,11.9,3,17.39,64,53,47,82,11,0.79,1,3,1
driver_012,diesel,9.17,1.35,40,9.81,80,58,52,100,8,0.53,4,3,1
driver_012,diesel,5.45,14.68,26,16.43,87,79,78,78,4,0.02,4,0,1
driver_012,diesel,0.32,9.02,45,15.27,57,45,42,91,8,0.05,1,3,0
driver_012,diesel,2.23,6.75,18,13.57,73,70,62,98,35,0.08,12,6,1
driver_012,diesel,0.24,2.59,6,14.85,55,53,47,82,45,0.33,9,1,1
driver_012,diesel,5.62,5.65,45,16.97,59,53,47,97,16,0.1,6,6,1
driver_012,diesel,6.95,8.59,7,10.73,84,54,54,79,14,0.11,1,4,0
driver_012,diesel,6.28,8.94,36,10.09,51,47,41,82,39,0.35,16,4,1
driver_012,diesel,7.66,4.61,6,17.08,67,48,46,63,19,0.38,6,2,1
driver_012,diesel,3.42,8.94,6,18.22,65,45,43,91,2,0.3,4,6,0
driver_012,diesel,5.05,3.82,8,21.57,91,68,61,96,45,0.74,21,0,1
driver_012,diesel,4.29,12.69,4,9.59,97,75,71,82,16,0.86,6,4,0
driver_012,diesel,1.72,9.44,48,17.68,86,66,56,75,12,0.12,15,0,1
driver_012,diesel,1.76,11.8,38,15.66,76,53,53,100,21,0.05,9,0,1
driver_012,diesel,6.27,6.18,7,24.7,76,58,45,63,38,0.26,16,0,1
driver_012,diesel,1.46,2.07,43,13.11,53,51,46,94,44,0.85,4,6,1
driver_012,diesel,8.69,14.32,8,23.98,69,45,43,69,33,0.7,3,5,1
driver_012,diesel,4.99,5.47,29,17.51,51,45,40,89,5,0.46,6,4,1
driver_012,diesel,9.02,8.14,30,23.04,54,46,41,97,4,0.97,1,3,1
driver_012,diesel,6.69,12.46,29,22.13,93,81,45,96,12,0.4,8,5,0
driver_012,diesel,9.59,10.99,20,20.33,90,73,62,86,28,0.91,2,1,1
driver_012,diesel,0.51,0.89,25,13.22,69,64,60,97,26,0.24,6,3,0
driver_012,diesel,1.88,10.51,46,24.0,73,71,61,67,35,0.01,15,5,1
driver_012,diesel,1.64,13.29,41,16.62,90,75,40,63,35,0.11,1,6,1
driver_012,diesel,5.0,7.45,42,14.82,50,50,43,60,39,0.95,16,4,0
driver_012,diesel,6.1,11.78,30,10.24,86,73,53,89,12,0.42,2,1,0
driver_012,diesel,8.86,9.02,32,8.27,54,52,45,93,19,0.04,10,6,0
driver_012,diesel,4.45,6.8,48,17.47,50,49,40,73,3,0.77,22,2,0
driver_012,diesel,2.99,10.21,17,11.97,89,85,49,61,32,0.13,23,0,1
driver_012,diesel,5.82,10.92,46,23.12,95,65,45,100,14,0.48,6,0,1
driver_012,diesel,2.83,3.75,41,11.21,97,45,42,63,31,0.85,0,0,1
driver_012,diesel,0.87,6.29,4,17.12,67,55,48,92,3,0.49,5,2,1
driver_012,diesel,9.24,11.62,42,8.29,51,49,40,80,9,0.03,13,2,1
driver_012,diesel,2.03,2.69,31,21.61,69,53,46,68,27,0.23,18,4,1
driver_012,diesel,4.88,7.85,40,20.92,90,86,68,62,5,0.48,9,6,1
driver_012,diesel,9.71,8.07,15,22.12,58,46,43,61,10,0.02,14,4,0
driver_012,diesel,3.12,3.82,18,22.22,83,66,66,85,34,0.77,19,3,1
driver_012,diesel,8.84,2.43,32,11.85,92,60,50,72,17,0.8,15,4,1
driver_012,diesel,2.26,12.78,44,19.33,54,50,46,85,15,0.23,13,1,1
driver_012,diesel,7.05,10.43,35,19.85,77,74,53,95,31,0.05,3,6,1
driver_012,diesel,1.42,12.7,25,22.68,75,50,47,71,15,0.07,15,1,1
driver_012,diesel,1.21,12.86,3,10.42,73,55,43,93,21,0.03,0,4,1
driver_012,diesel,6.07,11.03,43,12.36,75,55,51,96,36,0.38,23,2,1
driver_012,diesel,0.11,14.17,40,18.52,96,45,40,66,11,0.33,2,6,1
driver_012,diesel,6.61,11.01,22,10.55,66,55,42,70,28,0.03,13,2,1
driver_012,diesel,0.35,6.29,32,14.88,90,55,51,93,21,0.61,0,0,1
driver_012,diesel,9.96,1.03,18,16.91,81,71,71,87,22,0.89,1,2,0
driver_012,diesel,2.89,11.62,4,17.9,55,54,48,93,11,0.64,13,3,1
driver_012,diesel,2.25,1.81,25,19.76,74,50,48,79,29,0.95,11,0,1
driver_012,diesel,7.47,14.09,27,9.86,64,55,41,62,42,0.7,22,5,0
driver_012,diesel,1.32,6.02,48,23.79,53,49,46,92,6,0.33,3,0,1
driver_012,diesel,6.14,14.27,26,23.21,63,62,45,73,16,0.62,9,4,1
driver_012,diesel,1.54,8.47,41,8.27,86,63,53,86,30,0.69,1,5,1
driver_012,diesel,7.45,5.64,32,8.84,88,45,43,88,42,0.34,21,1,0
driver_012,diesel,5.97,0.76,4,11.16,54,45,41,65,19,0.77,15,6,0
driver_012,diesel,3.21,7.51,40,20.86,65,57,49,63,26,0.9,23,6,0
driver_012,diesel,8.76,8.63,28,11.51,85,84,49,91,7,0.83,8,4,0
driver_012,diesel,2.64,6.46,34,12.71,55,53,47,81,3,0.44,11,5,0
driver_012,diesel,7.39,0.53,28,9.67,83,80,66,74,20,0.01,23,4,1
driver_012,diesel,3.82,4.23,4,13.54,81,48,42,98,41,0.98,16,4,1
driver_012,diesel,1.45,10.25,4,17.7,61,56,42,87,28,0.96,11,3,1
driver_012,diesel,4.01,10.7,18,21.17,66,47,47,87,32,0.98,19,2,1
driver_012,diesel,1.68,13.64,42,13.72,84,55,47,95,15,0.94,21,2,1
driver_012,diesel,9.53,2.6,43,22.07,99,59,44,90,27,0.6,8,1,0
driver_012,diesel,2.05,3.91,30,11.31,71,52,43,62,12,0.26,21,0,0
driver_012,diesel,7.41,12.08,6,21.14,80,66,46,90,14,1.0,5,2,0
driver_012,diesel,7.55,8.36,24,9.44,90,71,70,96,38,0.57,21,2,1
driver_012,diesel,0.84,5.15,29,16.34,88,61,52,97,4,0.73,16,2,1
driver_012,diesel,8.2,7.9,35,16.69,57,53,47,66,15,0.58,23,2,0
driver_012,diesel,9.86,6.3,31,9.04,91,65,65,75,4,0.03,19,0,1
driver_012,diesel,4.53,2.44,13,24.36,93,56,42,60,13,0.12,4,1,0
driver_012,diesel,4.66,5.2,49,12.44,97,94,76,85,23,0.2,21,4,1
driver_012,diesel,6.7,9.38,7,16.1,66,48,45,63,11,0.89,20,3,0
driver_012,diesel,9.68,4.43,24,9.02,59,48,48,98,23,0.93,13,5,0
driver_012,diesel,3.07,9.86,4,19.99,100,87,49,78,19,0.9,20,4,1
driver_012,diesel,0.73,1.32,2,22.64,50,48,48,61,27,0.02,15,4,1
driver_012,diesel,0.3,5.77,18,17.59,97,73,40,69,12,0.22,1,2,1
driver_012,diesel,6.15,6.37,13,11.85,100,87,74,92,12,0.62,22,2,1
driver_012,diesel,5.51,6.73,7,10.33,98,91,43,96,11,0.86,0,1,1
driver_012,diesel,2.09,14.17,17,18.44,70,69,67,69,20,0.79,15,4,1
driver_012,diesel,9.99,5.53,40,19.42,54,54,42,80,9,0.2,14,1,1
driver_012,diesel,7.2,3.11,13,23.07,77,46,43,90,33,0.54,22,0,1
driver_012,diesel,8.11,14.75,15,24.41,66,48,44,92,2,0.11,4,5,0
driver_012,diesel,1.54,13.63,41,12.46,69,57,48,62,25,0.73,14,6,0
driver_012,diesel,2.38,6.82,31,24.73,68,57,45,72,3,0.74,22,4,1
driver_012,diesel,8.11,2.54,9,22.31,84,69,53,82,24,0.32,10,6,1
driver_012,diesel,9.24,11.19,42,22.41,77,47,43,60,40,0.88,7,4,1
driver_012,diesel,6.95,14.62,29,14.59,96,46,43,91,11,0.37,11,6,1
driver_012,diesel,2.65,9.5,17,11.28,69,67,53,97,32,0.02,8,1,1
driver_012,diesel,9.84,10.86,24,13.68,96,48,44,68,1,0.1,14,6,1
driver_012,diesel,0.7,1.68,38,13.13,64,51,43,98,5,0.19,5,3,0
driver_012,diesel,3.94,3.66,48,10.34,95,79,61,73,33,0.31,21,3,1
driver_012,diesel,2.7,12.84,3,17.02,86,70,43,89,7,0.44,8,1,1
driver_012,diesel,2.03,8.65,6,21.9,50,46,46,95,20,0.29,13,1,1
driver_012,diesel,7.35,14.18,36,15.3,58,52,43,97,17,0.45,16,1,0
driver_012,diesel,7.2,1.69,39,16.78,76,71,54,63,24,0.82,22,0,0
driver_012,diesel,0.31,14.6,45,24.45,96,96,68,71,10,0.89,8,2,0
driver_012,diesel,5.77,9.41,35,9.12,72,70,65,80,22,0.93,1,6,1
driver_012,diesel,7.8,2.45,10,23.11,61,46,40,84,35,0.89,0,6,0
driver_012,diesel,9.59,9.83,43,21.56,94,60,49,72,25,0.67,17,4,1
driver_012,diesel,1.98,9.23,39,13.87,51,49,41,65,44,0.22,19,2,1
driver_012,diesel,2.63,5.67,50,10.12,95,77,54,67,33,0.22,7,6,1
driver_012,diesel,6.85,9.95,44,23.74,63,60,40,100,6,0.14,4,4,1
driver_012,diesel,9.27,9.25,8,19.5,72,49,42,63,2,0.33,1,6,1
driver_012,diesel,3.61,7.48,46,9.18,95,90,40,92,1,0.37,0,1,1
driver_012,diesel,8.93,9.21,43,21.44,92,86,62,62,28,0.65,19,2,1
driver_012,diesel,9.3,6.72,3,23.81,92,82,48,89,12,0.27,19,4,0
driver_012,diesel,4.06,8.54,13,23.35,93,53,44,65,4,0.28,20,3,1
driver_012,diesel,5.0,5.44,40,8.51,76,72,58,73,38,0.62,5,3,1
driver_012,diesel,5.41,11.21,29,8.29,92,54,46,60,2,0.88,2,5,1
driver_012,diesel,2.77,0.69,16,16.3,90,76,55,69,25,0.46,7,2,1
driver_012,diesel,5.57,3.69,39,20.3,94,54,40,67,26,0.43,22,2,1
driver_012,diesel,3.18,14.42,32,17.48,51,48,45,67,7,0.04,22,6,1
driver_012,diesel,3.22,6.59,28,10.91,63,58,40,92,45,0.56,8,0,1
driver_012,diesel,2.31,9.95,27,21.6,53,52,40,60,11,0.9,6,0,1
driver_012,diesel,1.23,5.29,28,12.76,100,78,60,90,30,0.34,10,3,0
driver_012,diesel,9.77,7.09,17,8.1,51,50,49,75,33,0.11,22,1,1
driver_012,diesel,7.23,4.91,40,12.38,69,51,50,85,44,0.31,22,2,1
driver_012,diesel,7.97,10.72,47,15.56,70,45,44,95,13,0.26,16,6,1
driver_012,diesel,4.05,2.4,22,13.34,76,69,51,81,13,0.1,13,4,1
driver_012,diesel,1.67,7.71,9,13.75,82,80,55,69,40,0.61,19,4,1
driver_012,diesel,6.57,10.46,29,14.44,53,48,46,90,30,0.85,4,3,1
driver_012,diesel,9.66,10.62,45,8.66,57,50,48,83,15,0.72,1,1,0
driver_012,diesel,1.34,10.99,17,23.58,71,68,68,72,36,0.68,12,6,1
driver_012,diesel,9.28,3.44,26,14.93,75,55,45,91,27,0.87,1,5,1
driver_012,diesel,6.61,11.61,8,20.66,60,45,45,98,8,0.8,23,6,1
driver_012,diesel,8.9,13.38,35,20.43,71,67,51,82,27,0.81,1,2,1
driver_012,diesel,1.06,5.89,40,16.51,77,45,40,62,41,0.09,13,4,1
driver_012,diesel,2.87,13.98,14,12.36,60,49,44,77,40,0.46,23,4,1
driver_012,diesel,1.41,10.9,26,23.66,75,59,53,73,23,0.65,8,5,1
driver_012,diesel,2.43,12.57,50,10.26,57,54,44,65,7,0.67,8,2,0
driver_012,diesel,9.25,7.08,22,16.17,53,49,43,100,5,0.79,9,3,1
driver_012,diesel,4.05,4.52,10,23.31,63,56,53,62,22,0.02,22,4,1
driver_012,diesel,9.21,9.89,33,18.6,96,95,90,73,30,0.93,23,5,0
driver_012,diesel,2.55,4.92,35,15.78,84,73,62,93,37,0.6,8,1,1
driver_012,diesel,0.26,6.13,41,16.87,68,54,40,82,38,0.38,0,0,1
driver_012,diesel,4.04,2.23,23,8.86,82,75,65,87,20,0.21,7,0,1
driver_012,diesel,4.05,6.87,50,12.87,63,49,48,73,11,0.13,6,3,1
driver_012,diesel,7.32,6.04,44,14.84,51,47,45,83,12,0.86,12,0,1
driver_012,diesel,6.4,14.25,48,13.36,55,45,44,92,9,0.45,13,2,1
driver_012,diesel,2.31,10.36,18,17.49,74,69,49,96,24,0.98,13,4,1
driver_012,diesel,7.14,9.79,6,24.29,92,65,45,84,29,0.23,10,1,1
driver_012,diesel,8.08,10.5,14,12.68,62,46,41,87,29,0.96,12,5,0
driver_012,diesel,9.5,4.87,8,12.05,50,48,48,60,9,0.06,9,0,1
driver_012,diesel,8.5,1.56,44,8.63,63,51,41,68,42,0.22,3,6,1
driver_012,diesel,4.99,11.77,17,19.79,74,46,43,75,19,0.87,15,4,0
driver_012,diesel,4.6,6.46,9,17.76,82,61,54,60,26,0.67,1,3,0
driver_012,diesel,6.47,13.17,31,18.88,53,49,45,68,30,0.64,22,3,1
driver_012,diesel,5.65,1.44,27,15.43,65,48,47,86,43,1.0,15,0,1
driver_012,diesel,9.74,4.64,30,10.5,83,82,43,88,1,0.89,16,0,1
driver_012,diesel,6.93,7.26,36,19.07,74,58,45,81,25,0.45,21,1,1
driver_012,diesel,0.79,5.23,38,17.14,95,70,50,79,16,0.82,10,4,1
driver_012,diesel,7.17,13.58,39,8.68,53,50,43,85,37,0.8,15,1,0
driver_012,diesel,9.6,12.82,17,17.45,87,82,70,91,42,0.91,4,0,0
driver_012,diesel,8.55,4.99,35,23.93,78,49,44,75,14,0.8,13,3,1
driver_012,diesel,3.28,10.78,48,8.82,60,47,46,96,41,0.21,12,1,1
driver_012,diesel,4.02,11.63,46,17.97,78,63,61,97,41,0.07,23,1,0
driver_012,diesel,2.12,1.14,31,11.45,88,59,55,65,17,0.17,12,5,1
driver_012,diesel,8.11,9.93,49,14.82,72,55,50,67,28,0.89,21,0,1
driver_012,diesel,4.38,8.7,26,10.33,82,60,48,92,43,0.45,1,0,1
driver_012,diesel,7.79,10.17,30,9.34,81,57,53,77,25,0.11,4,2,1
driver_012,diesel,3.19,8.08,34,12.88,55,46,43,89,37,0.76,22,0,1
driver_012,diesel,9.91,5.93,24,23.89,89,77,49,69,44,0.54,18,1,0
driver_012,diesel,1.59,3.97,7,13.85,98,74,72,66,30,0.06,17,2,1
driver_012,diesel,7.74,11.71,28,21.79,88,54,48,65,26,0.56,18,4,1
driver_012,diesel,6.01,6.85,49,8.62,65,50,44,61,37,0.69,20,5,1
driver_012,diesel,4.14,2.96,21,15.59,68,65,42,86,2,0.66,17,3,1
driver_012,diesel,1.95,10.91,22,20.56,63,49,44,70,24,0.14,23,5,1
driver_012,diesel,6.13,2.18,24,23.07,64,50,50,72,14,0.53,14,5,1
driver_012,diesel,2.68,14.46,13,21.48,91,69,61,97,18,0.18,3,1,1
driver_012,diesel,1.09,6.29,3,22.33,64,54,41,84,44,0.66,8,0,1
driver_012,diesel,7.02,3.06,40,22.76,69,60,44,90,18,0.32,0,5,1
driver_012,diesel,8.53,11.68,2,15.06,99,83,81,87,12,0.5,13,4,0
driver_012,diesel,9.29,2.56,45,14.38,52,51,50,67,12,0.5,22,3,0
driver_012,diesel,7.04,13.29,2,17.0,73,45,43,87,19,0.71,6,2,0
driver_012,diesel,9.22,11.07,27,14.3,87,49,43,69,27,0.71,13,6,1
driver_012,diesel,9.46,12.79,16,18.13,99,52,42,81,17,0.09,17,1,1
driver_012,diesel,1.77,11.37,9,19.43,69,51,49,80,19,0.72,17,6,1
driver_012,diesel,7.39,7.49,18,15.13,88,71,43,83,36,0.89,16,5,1
driver_012,diesel,2.08,4.55,3,19.12,83,47,45,91,8,0.56,9,3,1
driver_012,diesel,4.65,14.29,31,17.25,82,45,45,93,6,0.81,6,1,0
driver_012,diesel,2.75,2.34,8,13.82,54,53,48,77,25,0.74,18,0,1
driver_012,diesel,9.18,14.77,32,19.99,67,50,40,86,44,0.6,23,1,1
driver_012,diesel,4.92,0.84,32,23.91,75,51,41,95,13,0.78,7,6,1
driver_012,diesel,5.93,11.98,12,15.23,64,49,40,88,29,0.94,16,4,1
driver_012,diesel,0.83,14.02,39,12.68,53,48,42,89,45,0.57,14,2,1
driver_012,diesel,9.81,9.32,42,13.56,55,46,46,98,19,0.25,18,6,1
driver_012,diesel,5.62,13.52,49,18.74,86,74,56,74,9,0.38,6,0,1
driver_012,diesel,4.92,14.84,37,17.41,73,52,44,91,19,0.85,9,5,1
driver_012,diesel,5.36,6.24,36,15.26,53,45,45,91,18,0.76,6,1,1
driver_012,diesel,9.14,3.61,41,15.51,77,77,50,61,25,0.93,12,0,0
driver_012,diesel,4.9,1.52,40,14.2,56,56,52,72,20,0.38,2,4,0
driver_012,diesel,5.52,14.02,31,20.84,75,67,47,100,29,0.89,4,2,1
driver_012,diesel,0.65,8.89,4,20.38,54,53,53,71,26,0.96,19,1,1
driver_012,diesel,6.49,7.24,38,14.26,53,49,43,78,8,0.95,15,2,1
driver_012,diesel,0.35,8.51,41,8.39,62,54,50,72,33,0.29,14,0,1
driver_012,diesel,7.56,13.02,37,12.55,59,59,55,61,40,0.42,1,6,1
driver_012,diesel,6.19,4.26,9,11.72,99,90,87,89,45,0.61,18,0,0
driver_012,diesel,7.08,8.12,22,11.45,95,80,46,67,29,0.01,19,0,1
driver_012,diesel,4.1,2.67,19,24.58,70,67,41,64,30,0.29,2,5,0
driver_012,diesel,1.79,12.61,17,23.55,56,50,46,97,28,0.88,22,3,1
driver_012,diesel,9.83,10.63,17,13.27,99,48,41,87,38,0.91,21,2,1
driver_012,diesel,9.23,0.96,37,8.55,55,49,42,82,33,0.85,1,1,0
driver_012,diesel,0.89,12.36,7,14.25,81,53,50,60,45,0.17,6,2,1
driver_012,diesel,3.62,11.71,42,10.26,66,64,46,93,43,0.68,19,4,1
driver_012,diesel,9.97,10.9,33,15.24,57,52,40,97,5,0.53,6,6,0
driver_012,diesel,4.15,13.16,29,20.11,95,92,82,78,16,0.48,12,1,1
driver_012,diesel,4.13,8.77,43,23.49,67,48,48,66,11,0.8,13,4,1
driver_012,diesel,5.64,14.5,3,17.94,64,45,40,85,14,0.5,8,2,0
driver_012,diesel,2.51,6.72,15,10.2,99,84,48,89,15,0.59,3,3,1
driver_012,diesel,5.03,14.7,46,10.61,63,48,48,93,0,0.4,11,3,1
driver_012,diesel,4.5,2.57,50,13.6,73,60,45,74,13,0.09,21,4,1
driver_012,diesel,8.36,8.8,46,10.61,83,56,47,70,3,0.55,19,5,1
driver_012,diesel,4.15,11.38,2,13.63,63,63,56,81,5,0.96,5,2,1
driver_012,diesel,0.87,0.88,40,8.0,91,48,43,91,6,0.51,4,1,1
driver_012,diesel,7.75,8.39,32,10.25,54,45,40,98,8,0.47,3,2,0
driver_012,diesel,7.03,9.47,20,11.58,76,57,56,63,16,0.84,9,6,1
driver_012,diesel,2.54,0.7,31,8.15,51,51,44,90,8,0.55,13,6,1
driver_012,diesel,1.16,11.0,49,14.83,83,45,42,87,31,0.83,19,5,0
driver_012,diesel,6.36,14.84,49,17.27,55,54,52,92,2,0.39,14,0,1
driver_012,diesel,3.53,13.07,28,22.85,64,59,54,92,37,0.77,4,1,1
driver_012,diesel,7.36,4.6,35,15.21,57,51,46,95,23,0.17,23,2,0
driver_012,diesel,2.53,12.69,35,15.58,90,52,44,92,4,0.94,0,0,1
driver_012,diesel,7.99,14.21,28,24.62,86,85,65,82,45,0.85,22,0,0
driver_012,diesel,9.16,3.12,38,22.32,52,46,46,84,3,0.82,4,6,0
driver_012,diesel,9.66,0.52,24,21.1,91,63,44,95,18,0.85,10,2,0
driver_012,diesel,5.8,4.54,42,18.4,99,76,75,79,10,0.55,15,5,0
driver_012,diesel,5.41,10.27,45,14.68,97,67,47,84,10,0.8,20,2,0
driver_012,diesel,2.83,8.76,32,18.1,74,73,45,85,8,0.26,1,1,0
driver_012,diesel,9.79,8.54,8,15.15,62,56,47,75,24,0.59,14,6,1
driver_012,diesel,8.8,1.13,30,21.92,91,82,68,99,40,0.65,10,6,0
driver_012,diesel,5.06,13.57,31,21.61,53,46,43,67,18,0.56,5,5,1
driver_012,diesel,6.76,8.44,44,20.26,66,52,44,86,35,0.64,1,1,1
driver_013,hybrid,0.16,13.43,19,8.72,78,78,59,69,22,0.82,19,6,0
driver_013,hybrid,2.93,0.73,24,17.85,87,52,44,89,13,0.53,15,4,0
driver_013,hybrid,5.5,2.14,48,13.0,65,49,40,65,7,0.74,3,2,1
driver_013,hybrid,2.93,1.88,37,8.87,100,74,62,89,14,0.77,8,3,1
driver_013,hybrid,4.4,6.34,29,18.97,51,46,43,81,13,0.02,23,6,1
driver_013,hybrid,5.49,9.85,11,11.25,72,52,45,85,20,0.16,12,5,1
driver_013,hybrid,4.66,9.95,23,16.22,72,64,45,83,41,0.24,3,1,1
driver_013,hybrid,7.46,8.37,18,11.44,53,51,44,87,9,0.87,2,3,0
driver_013,hybrid,2.69,8.0,39,11.16,58,49,46,76,4,0.14,22,3,1
driver_013,hybrid,1.93,0.59,24,18.96,98,70,62,73,14,0.03,4,5,1
driver_013,hybrid,1.71,10.61,21,8.02,97,58,52,96,2,0.08,21,3,1
driver_013,hybrid,7.06,2.98,10,8.36,50,48,45,66,5,0.66,21,0,1
driver_013,hybrid,1.59,7.61,28,10.67,67,55,42,86,12,0.71,22,5,1
driver_013,hybrid,4.4,11.79,49,19.93,87,58,46,81,35,0.16,3,3,1
driver_013,hybrid,6.51,0.53,26,15.32,77,73,66,70,13,0.3,19,3,1
driver_013,hybrid,6.51,14.97,49,22.24,50,50,44,65,0,0.97,4,6,1
driver_013,hybrid,3.07,10.5,19,13.4,59,56,53,91,31,0.41,9,2,0
driver_013,hybrid,8.43,5.82,3,9.39,60,47,41,93,15,0.73,21,2,0
driver_013,hybrid,4.47,14.09,21,11.5,92,84,51,70,27,0.27,19,1,0
driver_013,hybrid,4.34,4.32,34,16.78,89,74,72,77,3,0.57,11,5,1
driver_013,hybrid,7.96,12.04,29,21.91,87,80,80,84,0,0.78,22,0,0
driver_013,hybrid,4.64,11.39,9,16.99,89,59,42,99,33,0.69,13,1,0
driver_013,hybrid,4.48,0.98,12,17.38,98,51,48,84,10,0.9,5,6,1
driver_013,hybrid,6.98,9.25,15,20.47,89,63,62,96,39,0.32,16,5,1
driver_013,hybrid,9.99,4.54,42,11.69,96,89,44,97,12,0.19,9,1,1
driver_013,hybrid,7.61,1.11,48,13.11,50,46,40,94,12,0.84,15,2,0
driver_013,hybrid,0.91,10.84,37,21.59,89,55,52,76,14,0.02,0,3,1
driver_013,hybrid,1.94,4.72,15,23.64,83,65,61,87,7,0.89,5,3,0
driver_013,hybrid,9.19,13.55,26,17.16,66,57,56,73,33,0.34,2,6,1
driver_013,hybrid,0.66,4.2,50,9.15,62,49,49,81,45,0.9,22,2,1
driver_013,hybrid,5.42,13.56,10,22.47,57,46,41,97,4,0.82,22,3,1
driver_013,hybrid,2.04,11.2,5,23.23,69,63,57,84,10,0.3,8,1,1
driver_013,hybrid,9.89,12.92,26,24.56,88,74,68,73,19,0.74,8,0,0
driver_013,hybrid,6.42,6.67,26,21.58,86,80,47,88,23,0.54,8,5,1
